Comune;Provincia;Tipologia;Categoria;Denominazione;Indirizzo;Località;CAP;Sigla provincia;Codice ISTAT del comune;Telefono 1;Telefono 2;FAX;Sito internet;Indirizzo posta elettronica;Anno di riferimento;Longitudine;Latitudine
RIMINI;RIMINI;Albergo;3 stelle;ALEXANDER;VIALE TOSCANELLI, 38;Rivabella;47900;RN;99014;0541 55147;;0541 708065;www.hotelalexanderresort.it;hotelalexander@yahoo.com;2015;12.5567626;44.0769231
RIMINI;RIMINI;Albergo;3 stelle;ALFREDO'S;VIA LECCE, 9;Rivazzurra;47900;RN;99014;0541 373424;;0541 377914;www.hotelalfredos.it;alfredos@iper.net;2015;12.6102415;44.0390058
RIMINI;RIMINI;Albergo;3 stelle;ALGA;VIA PORTO PALOS, 33/E;Viserbella;47811;RN;99014;0541 721061;;0541 721923;www.hotelalga.it;info@hotelalga.it;2015;12.5275099;44.0955222
RIMINI;RIMINI;Albergo;3 stelle;ALHAMBRA;VIALE PRINCIPE DI PIEMONTE, 45;Miramare;47831;RN;99014;0541 372110;;0541 372110;www.hotelalhambrarimini.com;info@hotelalhambrarimini.com;2015;12.6238202;44.0296302
RIMINI;RIMINI;Albergo;3 stelle;ALIBI';VIALE BENGASI, 14;Rimini Centro;47900;RN;99014;0541 380764;;0541 391178;;info@hotelalibi.it;2015;12.581504;44.0652456
RIMINI;RIMINI;Albergo;3 stelle;ALI D'ORO;VIA LECCE, 3;Rivazzurra;47900;RN;99014;0541 372357;;0541 372444;www.hotelalidoro.com;info@hotelalidoro.com;2015;12.6110707;44.0394849
RIMINI;RIMINI;Albergo;3 stelle;AL MAROCCO;VIALE PESCARA, 3;Miramare;47831;RN;99014;0541 372059;;0541 1642188;www.hotelalmarocco.it;info@hotelalmarocco.it;2015;12.6241924;44.0287673
RIMINI;RIMINI;Albergo;3 stelle;ALPEN;VIALE REGINA ELENA, 205;Bellariva;47900;RN;99014;0541 380662;;;www.hotelalpenrimini.com;info@hotelalpenrimini.com;2015;12.5935168;44.0558284
RIMINI;RIMINI;Albergo;3 stelle;ALSEN;VIA PORTO PALOS, 50;Viserbella;47811;RN;99014;0541 721059;;0541 722180;www.hotelalsen.com;info@hotelalsen.com;2015;12.527754;44.0950318
RIMINI;RIMINI;Albergo;3 stelle;AMBA;VIA TOSCANELLI, 148;Viserba;47811;RN;99014;0541 732806;;0541 1792111;www.hotelamba.com;info@hotelamba.com;2015;12.5459275;44.0829954
RIMINI;RIMINI;Albergo;3 stelle;AMBRA;VIALE REGINA ELENA, 72;Rimini Centro;47900;RN;99014;0541 392552;;0541 390848;www.ambrahotel.it;info@ambrahotel.it;2015;12.5935168;44.0558284
RIMINI;RIMINI;Albergo;3 stelle;AMICIZIA;VIALE REGINA ELENA, 63;Rimini Centro;47900;RN;99014;0541 381377;;0541 381340;www.hotelamiciziarimini.it;info@albergoamicizia.com;2015;12.5935168;44.0558284
RIMINI;RIMINI;Albergo;3 stelle;ANCORA;VIALE REGINA ELENA, 90;Rimini Centro;47900;RN;99014;0541 380323;;0541 380595;www.hotelancorarimini.com;info@hotelancorarimini.com;2015;12.5935168;44.0558284
RIMINI;RIMINI;Albergo;3 stelle;ANDREA'S HOTEL;VIA MAREBELLO, 9;Marebello;47900;RN;99014;0541 372659;;0541 372659;www.hotelandreas.it;hotelandreas@alice.it;2015;12.606434;44.0419158
RIMINI;RIMINI;Albergo;3 stelle;ANGELI;VIA KASSALA, 9;Torre Pedrera;47812;RN;99014;0541 720057;;0541 720729;www.hotelangelirimini.it;info@hotelangelirimini.it;2015;12.5081276;44.109223
RIMINI;RIMINI;Albergo;3 stelle;ANGELINI;VIA GHELFI, 22;Viserba;47811;RN;99014;0541 734457;;0541 734784;www.hotelangelini.it;info@hotelangelini.it;2015;12.5381346;44.0861147
RIMINI;RIMINI;Albergo;3 stelle;ANGELUS;VIA CARDUCCI, 5;Rimini Centro;47900;RN;99014;0541 390902;;0541 392735;www.hotelangelus.com;info@hotelangelus.com;2015;12.586326;44.0616237
RIMINI;RIMINI;Albergo;3 stelle;ANNA MARE;VIA LUCINICO, 5;Rivabella;47900;RN;99014;0541 21808;;0541 21808;;albergo.annamare@libero.it;2015;12.5540854;44.0759442
RIMINI;RIMINI;Albergo;3 stelle;ANNETTA;VIALE CARDUCCI, 42;Rimini Centro;47900;RN;99014;0541 390602;;0541 391472;www.hotelannetta.it;;2015;12.5841077;44.0604085
RIMINI;RIMINI;Albergo;3 stelle;ANVERSA;VIALE COLETTI, 103;Rivabella;47900;RN;99014;0541 55049;;0541 55166;www.hotelanversa.it;info@hotelanversa.it;2015;12.5591299;44.0741676
RIMINI;RIMINI;Albergo;3 stelle;APIS;VIALE CODROIPO, 27;Rivabella;47900;RN;99014;0541 28664;;0541 27304;www.hotelapis.it;info@hotelapis.it;2015;12.5534275;44.0761116
RIMINI;RIMINI;Albergo;3 stelle;APOGEO;VIA ORIANI, 11;Rimini Centro;47900;RN;99014;0541 309884;;0541 309884;www.hotelapogeo.com;info@hotelapogeo.com;2015;12.5924844;44.0558441
RIMINI;RIMINI;Albergo;3 stelle;AQUILA AZZURRA;VIA ALFIERI, 18;Rimini Centro;47900;RN;99014;0541 381296;;0541 381296;www.aquilaazzurra.com;hotelaquilaazzurra@libero.it;2015;12.5869722;44.0604206
RIMINI;RIMINI;Albergo;3 stelle;ARABESCO;VIALE GEBEL, 5;Torre Pedrera;47812;RN;99014;0541 720776;;0541 720373;www.hotelarabescorimini.it;info@hotelarabescorimini.it;2015;12.5156884;44.1032735
RIMINI;RIMINI;Albergo;3 stelle;ARAMIS;VIA PADOVA,12;Miramare;47831;RN;99014;0541 378440;;0541 379419;www.hotelaramis.net;hotelaramis@interfree.it;2015;12.6213601;44.0298331
RIMINI;RIMINI;Albergo;3 stelle;ARCADE;VIA LAGOMAGGIO, 143/C;Rimini Centro;47900;RN;99014;0541 381069;;0541 381104;www.albergoarcade.com;info@albergoarcade.com;2015;12.5943782;44.0537156
RIMINI;RIMINI;Albergo;3 stelle;ARCANGELO;VIA PRAGA, 6;Rimini Centro;47900;RN;99014;0541 393222;;0541 393239;www.arcangelo.com;info@arcangelo.com;2015;12.5871922;44.0565153
RIMINI;RIMINI;Albergo;3 stelle;ARDEA;VIA BRESCIA, 6;Miramare;47831;RN;99014;0541 372310;;0541 477619;www.hotelardearimini.it;h.ardeamiramare@libero.it;2015;12.6233234;44.0289343
RIMINI;RIMINI;Albergo;3 stelle;ARDESIA;VIALE RIMEMBRANZE, 80;Bellariva;47900;RN;99014;0541 389363;;0541 305357;www.albergoardesia.it;info@albergoardesia.it;2015;12.5989345;44.0464764
RIMINI;RIMINI;Albergo;3 stelle;ARENA;VIA DELLE COLONIE, 6;Marebello;47900;RN;99014;0541 372019;;0541 372019;www.hotelarena.com;info@hotelarena.com;2015;12.6091634;44.04046
RIMINI;RIMINI;Albergo;3 stelle;ARIANE;VIALE REGINA MARGHERITA, 28;Rivazzurra;47900;RN;99014;0541 375572;;0541 375572;www.hotelariane.net;info@hotelariane.net;2015;12.6110783;44.040274
RIMINI;RIMINI;Albergo;3 stelle;ARISTEO;VIALE REGINA ELENA, 106;Rimini Centro;47900;RN;99014;0541 381150;;0541 381534;www.hotelaristeo.com;info@hotelaristeo.com;2015;12.5935168;44.0558284
RIMINI;RIMINI;Albergo;3 stelle;ARLINO;VIALE BIELLA, 11;Rivazzurra;47900;RN;99014;0541 373222;;0541 372573;www.hotelarlino.it;info@hotelarlino.it;2015;12.6149019;44.0353854
RIMINI;RIMINI;Albergo;3 stelle;ARLINO DIPENDENZA;VIA BIELLA, 15;Rivazzurra;47900;RN;99014;0541 373222;;0541 372573;www.hotelarlino.it;;2015;12.6145517;44.0351556
RIMINI;RIMINI;Albergo;3 stelle;ARMSTRONG;VIA REGINA MARGHERITA, 2;Marebello;47900;RN;99014;0541 370287;;0541 377428;www.hotelarmstrong.it;info@hotelarmstrong.it;2015;12.6032764;44.0467206
RIMINI;RIMINI;Albergo;3 stelle;ARNO;VIALE MARTINELLI, 9;Miramare;47831;RN;99014;0541 372369;;0541 373106;;;2015;12.6209013;44.0305116
RIMINI;RIMINI;Albergo;3 stelle;ARON;VIA CANUTI, 7;Viserbella;47811;RN;99014;0541 732142;;0541 449411;www.hoteraronrimini.it;info@hotelaronrimini.it;2015;12.5292593;44.0925714
RIMINI;RIMINI;Albergo;3 stelle;AROS;VIA SOLLUM, 11;Torre Pedrera;47812;RN;99014;0541 720051;;0541 721210;www.hotelaros.it;info@hotelaros.it;2015;12.5065344;44.1108651
RIMINI;RIMINI;Albergo;3 stelle;ARPA;VIA TRENTO, 3;Rimini Centro;47900;RN;99014;0541 23868;;0541 1793870;www.hotelarpa.com;reception@hotelarpa.com;2015;12.5806009;44.0668063
RIMINI;RIMINI;Albergo;3 stelle;ARTIDE;VIALE REGINA MARGHERITA, 30/A;Rivazzurra;47900;RN;99014;0541 375639;;;www.hotelartide.com;info@hotelartide.com;2015;12.6117458;44.0395038
RIMINI;RIMINI;Albergo;3 stelle;ASSO HOTEL;VIALE SARSINA, 12;Rivazzurra;47900;RN;99014;0541 371443;;0541 371443;www.hotelasso.it;hotelasso@gmail.com;2015;12.6151925;44.0350079
RIMINI;RIMINI;Albergo;3 stelle;ASTOR;VIALE REGINA MARGHERITA, 74;Miramare;47831;RN;99014;0541 373202;;0541 377670;www.riminiastor.com;info@riminiastor.com;2015;12.6070708;44.043481
RIMINI;RIMINI;Albergo;3 stelle;ATLANTIC;VIALE PORTO PALOS, 27;Viserbella;47811;RN;99014;0541 738354;;0541 735072;www.hotelatlanticrimini.it;ht@hotelatlanticrimini.it;2015;12.5306507;44.0932648
RIMINI;RIMINI;Albergo;3 stelle;ATLAS;VIALE REGINA ELENA, 74;Rimini Centro;47900;RN;99014;0541 380561;;0541 394854;www.hotelatlasrimini.it;info@hotelatlasrimini.it;2015;12.5935168;44.0558284
RIMINI;RIMINI;Albergo;3 stelle;ATRIUM;VIA CORMONS, 50;Rimini Centro;47900;RN;99014;0541 28412;;0541 57302;www.hotelatrium.it;info@hotelbrown.com;2015;12.5778977;44.0656804
RIMINI;RIMINI;Albergo;3 stelle;AUDI;VIALE REGINA ELENA, 56/A;Rimini Centro;47900;RN;99014;0541 381698;;0541 390350;www.hotelaudi.com;info@hotelaudi.com;2015;12.5935168;44.0558284
RIMINI;RIMINI;Albergo;3 stelle;AUGUSTEA;VIALE REGINA ELENA, 56;Rimini Centro;47900;RN;99014;0541 381400;;0541 392712;www.hotelaugustea.it;info@hotelaugustea.it;2015;12.5935168;44.0558284
RIMINI;RIMINI;Albergo;3 stelle;AUREA;VIA MARTINELLI, 7;Miramare;47831;RN;99014;0541 372068;;0541 372068;www.hotelaurea.it;info@hotelaurea.it;2015;12.621187;44.030709
RIMINI;RIMINI;Albergo;3 stelle;AURORA DIPENDENZA;VIALE BEZZECCA, 3;Viserba;47811;RN;99014;0541 738337;;0541 738072;www.haurora.it;info@haurora.it;2015;12.5344627;44.0899748
RIMINI;RIMINI;Albergo;3 stelle;AURORA MARE;VIALE LATINA, 6;Miramare;47831;RN;99014;0541 378756;;0541 371667;www.hotelauroramare.net;hotelauroramare@gmail.com;2015;12.616919;44.0341561
RIMINI;RIMINI;Albergo;3 stelle;AUSONIA;VIALE MISURATA, 51;Rimini Centro;47900;RN;99014;0541 390780;;0541 390780;www.hotelausoniaonline.com;ausoniarimini@libero.it;2015;12.5812838;44.0630449
RIMINI;RIMINI;Albergo;3 stelle;AVANA MARE;VIA GENGHINI, 3;Viserbella;47811;RN;99014;0541 738221;;0541 738098;www.hotelavanamare.it;info@hotelavanamare.it;2015;12.5323965;44.091137
RIMINI;RIMINI;Albergo;3 stelle;AVILA IN;VIALE SAN SALVADOR, 192;Torre Pedrera;47812;RN;99014;0541 720173;;0541 721182;www.hotelavila.it;info@hotelavila.it;2015;12.5059322;44.1126524
RIMINI;RIMINI;Albergo;3 stelle;AZZURRA;VIALE TRIPOLI, 294;Rimini Centro;47900;RN;99014;0541 390704;;0541 390704;www.hotelazzurra.net;info@hotelazzurra.net;2015;12.578873;44.0587451
RIMINI;RIMINI;Albergo;3 stelle;BAGLI;VIA LECCE, 15/17;Rivazzurra;47900;RN;99014;0541 371414;;0541 375582;www.hotelbagli.it;info@hotelbagli.it;2015;12.6099932;44.0388616
RIMINI;RIMINI;Albergo;3 stelle;BAHAMA;VIA GIOVANNI DALLE BANDE NERE, 7;San Giuliano Mare;47900;RN;99014;0541 22426;;0541 26566;www.hotelbahama.it;info@hotelbahama.it;2015;12.5678412;44.0737333
RIMINI;RIMINI;Albergo;3 stelle;BAIA;VIA PORTO PALOS, 33;Viserbella;47811;RN;99014;0541 721061;;0541 721923;www.hotelbaia.it;info@hotelbaia.it;2015;12.5275099;44.0955222
RIMINI;RIMINI;Albergo;3 stelle;BALTIC;VIA PASCOLI, 121;Rimini Centro;47900;RN;99014;0541 381508;;0541 381508;www.baltic.it;info@baltic.it;2015;12.5889862;44.0583451
RIMINI;RIMINI;Albergo;3 stelle;BAMBY;VIALE VITTORIO VENETO, 18;Rimini Centro;47900;RN;99014;0541 27878;;0541 50802;;info@hotelbamby.rn.it;2015;12.5770348;44.0676344
RIMINI;RIMINI;Albergo;3 stelle;BEAU RIVAGE;VIA TRAPANI, 10;Rivazzurra;47900;RN;99014;0541 370903;;0541 370457;www.hotel-beaurivage.it;;2015;12.6107703;44.0385712
RIMINI;RIMINI;Albergo;3 stelle;BE HOTEL;VIA BARI, 27;Miramare;47831;RN;99014;0541 378813;;;;;2015;12.6211332;44.0281976
RIMINI;RIMINI;Albergo;3 stelle;BEL AIR;VIALE REGINA MARGHERITA, 14;Marebello;47900;RN;99014;0541 372324;;0541 372324;www.hotelbelairrimini.com;hotelbelairrimini@gmail.com;2015;12.6076218;44.0430087
RIMINI;RIMINI;Albergo;3 stelle;BELLARIVA;VIA SANTA TERESA, 10;Bellariva;47900;RN;99014;0541 478267;;0541 478309;www.bellarivafeelinghotel.com;info@bellarivafeelinghotel.com;2015;12.6024298;44.0458818
RIMINI;RIMINI;Albergo;3 stelle;BELLA ROMAGNA;VIA BRESCIA, 1;Miramare;47831;RN;99014;0541 373018;;0541 377937;www.hotelbellaromagna.it;info@hotelbellaromagna.it;2015;12.6237;44.0291749
RIMINI;RIMINI;Albergo;3 stelle;BELLEROFONTE;VIA LIPPARINI, 14;Rimini Centro;47900;RN;99014;0541 380157;;0541 392545;www.hotelbellerofonte.it;info@hotelbellerofonte.it;2015;12.5882173;44.0540102
RIMINI;RIMINI;Albergo;3 stelle;BELLEROFONTE DIPENDENZA;VIA LIPPARINI, 12;Rimini Centro;47900;RN;99014;0541 380157;;0541 392545;www.hotelbellerofonte.it;info@hotelbellerofonte.it;2015;12.5884562;44.0541691
RIMINI;RIMINI;Albergo;3 stelle;BEL MARE;VIALE D'ANNUNZIO, 3;Rimini Centro;47900;RN;99014;0541 307222;;0541 307222;www.belmarehotel.com;;2015;12.59468;44.0537956
RIMINI;RIMINI;Albergo;3 stelle;BEL SOGNO;VIALE MODENA, 11;Bellariva;47900;RN;99014;0541 372354;;0541 375014;www.hotelbelsogno.com;info@hotelbelsogno.com;2015;12.6020134;44.0469941
RIMINI;RIMINI;Albergo;3 stelle;BELVEDERE MARE;VIALE REGINA ELENA, 50;Rimini Centro;47900;RN;99014;0541 392644;;;www.hotelbelvederemare.com;info@hotelbelvederemare.com;2015;12.5935168;44.0558284
RIMINI;RIMINI;Albergo;3 stelle;BELVEDERE MARE DIPENDENZA;VIALE REGINA ELENA, 50;Rimini Centro;47900;RN;99014;0541 392644;;;www.hotelbelvederemare.com;info@hotelbelvederemare.com;2015;12.5935168;44.0558284
RIMINI;RIMINI;Albergo;3 stelle;BELVEDERE SPIAGGIA;VIALE DATI, 51;Viserba;47811;RN;99014;0541 738239;;0541 388753;;info@hotelbelvederespiaggia.it;2015;12.5385046;44.0879613
RIMINI;RIMINI;Albergo;3 stelle;BENGASI;VIALE BENGASI, 18;Rimini Centro;47900;RN;99014;0541 391232;;0541 393375;www.ceccarinihotels.com;info@ceccarinihotels.com;2015;12.5813043;44.0651401
RIMINI;RIMINI;Albergo;3 stelle;BEN HUR;VIA AMBA ALAGI, 20;Torre Pedrera;47812;RN;99014;0541 720180;;0541 720550;www.hotelconti.com;info@hotelconti.com;2015;12.5082887;44.1086211
RIMINI;RIMINI;Albergo;3 stelle;BEPPE;VIALE XXV MARZO 1831, 4/A;Rivabella;47900;RN;99014;0541 22408;;0541 28958;www.hotelbeppe.com;info@hotelbeppe.com;2015;12.5498159;44.0773646
RIMINI;RIMINI;Albergo;3 stelle;BERENICE;VIA FIRENZE, 15;Rimini Centro;47900;RN;99014;0541 380652;;0541 302747;www.hotelberenice.it;info@hotelberenice.it;2015;12.5982143;44.0496801
RIMINI;RIMINI;Albergo;3 stelle;BERGAMO;VIALE MARCONI, 105;Miramare;47831;RN;99014;0541 372665;;0541 372665;www.hotelbergamorimini.it;info@hotelbergamorimini.it;2015;12.6228601;44.0283228
RIMINI;RIMINI;Albergo;3 stelle;BETTY;VIA GIOVANNI DALLE BANDE NERE, 14;San Giuliano Mare;47900;RN;99014;0541 50378;;0541 50402;www.hotelbetty.it;info@hotelbetty.it;2015;12.5678929;44.0738145
RIMINI;RIMINI;Albergo;3 stelle;BIAGINI;VIALE PORTO PALOS, 85;Viserbella;47811;RN;99014;0541 721202;;;www.hotelbiagini.it;franco.biagini@libero.it;2015;12.526334;44.0964014
RIMINI;RIMINI;Albergo;3 stelle;BIANCAMANO;VIA CAPPELLINI, 1;Rimini Centro;47900;RN;99014;0541 55491;;0541 55252;www.maximilianshotels.it;info@hotelbiancamanorimini.com;2015;12.5760724;44.0730197
RIMINI;RIMINI;Albergo;3 stelle;BIANCOSPINO;VIA MADDALENA, 7;Miramare;47831;RN;99014;0541 372055;;0541 451617;www.hotelbiancospino.com;info@hotelbiancospino.com;2015;12.6197417;44.0298718
RIMINI;RIMINI;Albergo;3 stelle;BLITZ;VIA BARI, 19;Miramare;47831;RN;99014;0000 000000;;;;;2015;12.6218708;44.0286887
RIMINI;RIMINI;Albergo;3 stelle;BLUE MOON;VIA ENNA, 1/A;Marebello;47900;RN;99014;0541 376622;;0541 374208;;info@hotelbluemoonrimini.it;2015;12.607156;44.0432955
RIMINI;RIMINI;Albergo;3 stelle;BLUMAR;VIALE REGINA MARGHERITA, 81;Marebello;47900;RN;99014;0541 370867;;0541 370551;www.hotelblumar.com;info@hotelblumar.com;2015;12.6074045;44.0431921
RIMINI;RIMINI;Albergo;3 stelle;BLUMEN;VIALE DATI, 9/11;Viserba;47811;RN;99014;0541 732810;;0541 736276;www.blumenhotel.com;info@blumenhotel.com;2015;12.5424374;44.0853224
RIMINI;RIMINI;Albergo;3 stelle;BOLERO;VIALE PEGLI, 6;Rivazzurra;47900;RN;99014;0541 373064;;0541 470899;www.bolerohotel.it;info@bolerohotel.it;2015;12.6122842;44.038038
RIMINI;RIMINI;Albergo;3 stelle;BOLOGNA MIRAMARE;VIALE TIRRENIA, 8;Miramare;47831;RN;99014;0541 478019;;0541 476356;;info@hotelbologna.rimini.it;2015;12.6176706;44.0330844
RIMINI;RIMINI;Albergo;3 stelle;BOLOGNESE;VIALE SAN SALVADOR, 134;Torre Pedrera;47812;RN;99014;0541 720210;;0541 721240;www.hotelbolognese.net;info@hotelbolognese.net;2015;12.5109735;44.1083978
RIMINI;RIMINI;Albergo;3 stelle;BONARIA;VIA PORTO PALOS, 122;Viserbella;47811;RN;99014;0541 721788;;;;;2015;12.5240318;44.0981405
RIMINI;RIMINI;Albergo;3 stelle;BOOM;VIA PODGORA, 5;Rivabella;47900;RN;99014;0541 709874;;0541 22572;www.hotelboomrimini.it;info@hotelboomrimini.it;2015;12.556561;44.0764487
RIMINI;RIMINI;Albergo;3 stelle;BREMEN;VIALE BRINDISI, 3;Rivazzurra;47900;RN;99014;0541 371510;;0541 371510;www.hotelbremen.it;info@hotelbremen.it;2015;12.6107123;44.0400494
RIMINI;RIMINI;Albergo;3 stelle;BRENTA;VIALE PORTO PALOS, 134;Viserbella;47811;RN;99014;0541 721001;;0541 27073;www.hotelbrentarimini.it;hotelbrenta.rimini@libero.it;2015;12.5232798;44.0987282
RIMINI;RIMINI;Albergo;3 stelle;BREZZA;VIALE 25 MARZO 1831, 21;Rivabella;47900;RN;99014;0541 411641;;;www.hotelbrezza.com;hotelbrezza@gmail.com;2015;12.5498159;44.0773646
RIMINI;RIMINI;Albergo;3 stelle;BRIDGE;VIALE REGINA ELENA, 117;Rimini Centro;47900;RN;99014;0541 389455;;0541 389455;www.bridgehotel.it;info@bridgehotel.it;2015;12.5935168;44.0558284
RIMINI;RIMINI;Albergo;3 stelle;BRITANNIA;VIA PARISANO, 90;Rimini Centro;47900;RN;99014;0541 390894;;0541 390370;www.ciminohotels.it;hbritanniarimini@libero.it;2015;12.5831085;44.0611567
RIMINI;RIMINI;Albergo;3 stelle;BRITTA;VIALE AVISIO, 24;Rivabella;47900;RN;99014;0000 000000;;;;;2015;12.5529492;44.0764471
RIMINI;RIMINI;Albergo;3 stelle;BROOKLYN;VIALE BRINDISI, 1;Rivazzurra;47900;RN;99014;335 7698003;;;www.hotelbrooklynrimini.com;;2015;12.6108654;44.0401397
RIMINI;RIMINI;Albergo;3 stelle;BROTAS;VIA CATANIA, 9;Rivazzurra;47900;RN;99014;0541 373229;;;www.hotelriminibeach.com;info@hotelriminibeach.com;2015;12.6118922;44.0384751
RIMINI;RIMINI;Albergo;3 stelle;BROWN;VIALE POLA, 29;Rimini Centro;47900;RN;99014;0541 55495;;0541 57302;www.hotelbrown.com;info@hotelbrown.com;2015;12.5791155;44.0652534
RIMINI;RIMINI;Albergo;3 stelle;BUSIGNANI;VIA AVISIO, 15;Rivabella;47900;RN;99014;0541 55117;;0541 55303;;info@gestholidays.com;2015;12.5535401;44.0768881
RIMINI;RIMINI;Albergo;3 stelle;BUTTERFLY;VIALE REGINA MARGHERITA, 175;Rivazzurra;47900;RN;99014;0541 370052;;;;;2015;12.6167435;44.0352737
RIMINI;RIMINI;Albergo;3 stelle;BYRON;VIALE DATI, 88;Viserba;47811;RN;99014;0541 738161;;0541 734266;www.hotelbyronrimini.it;info@hotelbyronrimini.it;2015;12.5384047;44.0880274
RIMINI;RIMINI;Albergo;3 stelle;CAESAR;VIALE REGINA ELENA, 30;Rimini Centro;47900;RN;99014;0541 381561;;0541 381081;www.hotelcaesarrimini.com;info@hotelcaesarrimini.com;2015;12.5935168;44.0558284
RIMINI;RIMINI;Albergo;3 stelle;CAESAR PALADIUM;VIA TOSCANELLI, 15;Rivabella;47900;RN;99014;0541 54213;;0541 54268;www.hotelcaesarpaladium.it;info@hotelcaesarpaladium.it;2015;12.5591388;44.0759864
RIMINI;RIMINI;Albergo;3 stelle;CALYPSO;VIALE TRIESTE, 15;Rimini Centro;47900;RN;99014;0541 22737;;0541 25860;;info@hotelcalypso.com;2015;12.5782334;44.0670556
RIMINI;RIMINI;Albergo;3 stelle;CAMPEADOR;VIALE SAN SALVADOR, 164;Torre Pedrera;47812;RN;99014;0541 720117;;0541 720543;www.elcid.it;info@elcid.it;2015;12.5080569;44.1108553
RIMINI;RIMINI;Albergo;3 stelle;CANADA;VIALE REGINA ELENA, 53;Rimini Centro;47900;RN;99014;0541 381478;;0541 393624;www.hotelcanadarimini.it;info@hotelcanadarimini.it;2015;12.5935168;44.0558284
RIMINI;RIMINI;Albergo;3 stelle;CANASTA;VIALE ROMA, 3;Viserba;47811;RN;99014;0541 735050;;0541 736237;www.hotelcanasta.it;info@hotelcanasta.it;2015;12.5694092;44.0641678
RIMINI;RIMINI;Albergo;3 stelle;CAPINERA;VIA TIRRENIA, 6;Miramare;47831;RN;99014;0541 370917;;0541 378026;www.saporihotels.it;info@saporihotels.it;2015;12.6179526;44.0332637
RIMINI;RIMINI;Albergo;3 stelle;CARAIBI;VIALE TRAPANI, 3;Rivazzurra;47900;RN;99014;0541 372615;;0541 379384;www.hotelcaraibirimini.it;info@hotelcaraibirimini.it;2015;12.6115825;44.039039
RIMINI;RIMINI;Albergo;3 stelle;CARAVEL;VIA RAPALLO, 17/A;Marebello;47900;RN;99014;0000 000000;;;;;2015;12.6068824;44.0415017
RIMINI;RIMINI;Albergo;3 stelle;CARLO;VIALE REGINA MARGHERITA, 72;Miramare;47831;RN;99014;0541 372477;;0541 372477;www.hotelcarlo.it;info@hotelcarlo.it;2015;12.6069797;44.043562
RIMINI;RIMINI;Albergo;3 stelle;CARLTON BEACH;VIALE REGINA MARGHERITA, 6;Marebello;47900;RN;99014;0541 372361;;0541 374540;www.hotelcarltonbeach.it;info@hotelcarltonbeach.it;2015;12.6069227;44.0436127
RIMINI;RIMINI;Albergo;3 stelle;CARNABY;VIALE DATI, 2;Viserba;47811;RN;99014;0541 732836;;0541 737049;;info@|carnabyhotel.com;2015;12.5440089;44.0842745
RIMINI;RIMINI;Albergo;3 stelle;CAROL;VIA SABOTINO, 12;Rivabella;47900;RN;99014;0541 27165;;0541 26738;www.hotelcarol.it;info@riminiholidays.com;2015;12.5600174;44.0745478
RIMINI;RIMINI;Albergo;3 stelle;CAROLIN;VIA LOCATELLI, 22;Miramare;47831;RN;99014;0000 000000;;;;;2015;12.6171489;44.0319993
RIMINI;RIMINI;Albergo;3 stelle;CARUSO;VIA SIRACUSA, 9;Marebello;47900;RN;99014;0541 373270;;0541 373270;www.carusorimini.it;info@carusorimini.it;2015;12.6062285;44.0433634
RIMINI;RIMINI;Albergo;3 stelle;CASABLANCA;VIA BIELLA, 9;Rivazzurra;47900;RN;99014;0541 372463;;0541 372724;www.hotelcasablanca.it;info@hotelcasablanca.it;2015;12.615077;44.0355003
RIMINI;RIMINI;Albergo;3 stelle;CASADEI;VIA PRAGA, 25;Rimini Centro;47900;RN;99014;0541 381538;;0541 381538;www.hotelcasadei.com;hcasadeirimini@yahoo.it;2015;12.5883363;44.0552728
RIMINI;RIMINI;Albergo;3 stelle;CA' VANNI;VIALE MANTOVA, 1;Rivazzurra;47900;RN;99014;0541 372171;;0541 476953;www.hotelcavanni.com;hotelcavanni@gmail.com;2015;12.6150478;44.0346062
RIMINI;RIMINI;Albergo;3 stelle;CENISIO;VIA VILLANI, 1;Rimini Centro;47900;RN;99014;0541 392401;;0541 380028;www.bellavistahotels.com;bellavista@bellavistahotels.com;2015;12.5941422;44.0542225
RIMINI;RIMINI;Albergo;3 stelle;CENISIO DIPENDENZA;VIA VILLANI, 5;Rimini Centro;47900;RN;99014;0541 392401;;0541 380028;www.bellavistahotels.com;bellavista@bellavistahotels.com;2015;12.5938435;44.0540703
RIMINI;RIMINI;Albergo;3 stelle;CENTRALE MIRAMARE;VIALE PRINCIPE DI PIEMONTE, 14;Miramare;47831;RN;99014;0541 370432;;0541 375507;www.hotelcentralemiramare.it;info@hotelcentralemiramare.it;2015;12.6224409;44.0307143
RIMINI;RIMINI;Albergo;3 stelle;CHARLES;VIA MODENA, 16;Bellariva;47900;RN;99014;0541 373377;;0541 1794363;www.hotelcharles.com;info@hotelcharles.com;2015;12.6017038;44.0468338
RIMINI;RIMINI;Albergo;3 stelle;CHRISTIAN;VIALE LECCE, 4;Rivazzurra;47900;RN;99014;0541 370915;;0541 1725238;www.mareideavacanze.com;hotelchristian@mareideavacanze.it;2015;12.6111398;44.0395249
RIMINI;RIMINI;Albergo;3 stelle;CIONDOLO D'ORO;VIA PAPI LAZZARO, 8;Torre Pedrera;47812;RN;99014;0541 720172;;0541 721980;www.hotelciondolodoro.com;info@hotelciondolodoro.com;2015;12.5068672;44.1116613
