COD_REGIONALE,STATO,PROVINCIA,COMUNE,ENTE_RESPONSABILE_PROCEDIMENTO,CODICE_NAZIONALE_SIN,ETRS89_32N_LON,ETRS89_32N_LAT
080350121,Certificato,REGGIO NELL'EMILIA,CASALGRANDE,ARPAE/SAC Reggio -Emilia,,640155,4933792
080390123,Certificato,RAVENNA,LUGO,ARPAE/SAC Ravenna,,731186,4923042
080350221,Contaminato,REGGIO NELL'EMILIA,GATTATICO,ARPAE/SAC Reggio -Emilia,,614804,4961998
0803700652,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,687645,4929240
0803800885,Non contaminato,FERRARA,FERRARA,Comune di Ferrara,,"702470,67501999997","4971792,5282100001"
0803800886,Certificato,FERRARA,FERRARA,Comune di Ferrara,,"708048,76825800003","4962155,8141400004"
0803800859,Certificato,FERRARA,FERRARA,Comune di Ferrara,,"705930,37379999994","4971046,9176000003"
0803800887,Certificato,FERRARA,FERRARA,Comune di Ferrara,,"713122,13020000001","4956384,7187000001"
080360124,Potenzialmente contaminato,MODENA,FINALE EMILIA,ARPAE/SAC Modena,,"680231,43949999998","4967121,7334000003"
0804001249,Potenzialmente contaminato,FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,"754372,51899999997","4902846,9540999997"
0804001248,Potenzialmente contaminato,FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,"743285,18429999996","4901120,8953999998"
080370463,Da monitorare,BOLOGNA,OZZANO DELL'EMILIA,ARPAE/SAC Bologna,,"698207,84201899997","4923867,8709000004"
0803800417,Potenzialmente contaminato,FERRARA,CENTO,ARPAE/SAC Ferrara,,"679182,372431","4958249,7358999997"
0803800873,Potenzialmente contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"703441,26296199998","4962932,0667500002"
0803503311,Potenzialmente contaminato,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,627694,4954313
0803503337,Potenzialmente contaminato,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,625870,4955092
080350145,Non contaminato,REGGIO NELL'EMILIA,CASTELLARANO,ARPAE/SAC Reggio -Emilia,,638284,4930965
0803700628,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,683769,4930368
0803402717,Non contaminato,PARMA,PARMA,ARPAE/SAC Parma,,606043,4965596
080350441,Certificato,REGGIO NELL'EMILIA,VIANO,ARPAE/SAC Reggio -Emilia,,629268,4934780
080370591,Non contaminato,BOLOGNA,VERGATO,ARPAE/SAC Bologna,,667335,4905576
080350142,Attivata la bonifica,REGGIO NELL'EMILIA,CASTELLARANO,ARPA / Sezione di Reggio Emilia,,635269,4927760
0803901438,Certificato,RAVENNA,RAVENNA,Provincia di Ravenna - Settore ambiente e suolo,,747970,4909070
0803402724,Non contaminato,PARMA,PARMA,ARPAE/SAC Parma,,603835,4962651
0809901417,Certificato,RIMINI,RIMINI,ARPAE/SAC Rimini,,"787427,96860000002","4882212,3422999997"
0809901421,Non contaminato,RIMINI,RIMINI,ARPAE/SAC Rimini,,"783692,95938799996","4884583,8308699997"
080370081,Potenzialmente contaminato,BOLOGNA,BUDRIO,ARPAE/SAC Bologna,,700996,4933915
080370329,Da monitorare,BOLOGNA,IMOLA,ARPAE/SAC Bologna,,712922,4910455
080370323,Certificato,BOLOGNA,IMOLA,ARPAE/SAC Bologna,,711694,4910929
080330102,Attivata la bonifica,PIACENZA,CAORSO,ARPAE/SAC Piacenza,,568756,4988606
0804001222,Certificato,FORLI' - CESENA,FORLI',COMUNE DI FORLI',,743748,4901085
0803901432,Attivata la bonifica,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,755986,4923621
080340175,Potenzialmente contaminato,PARMA,FORNOVO DI TARO,ARPAE/SAC Parma,,588189,4949948
080350336,Potenzialmente contaminato,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,627425,4954238
080350337,Contaminato,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,630622,4954729
080370114,Non contaminato,BOLOGNA,CASALECCHIO DI RENO,ARPAE/SAC Bologna,,682482,4928484
080400088,Potenzialmente contaminato,FORLI' - CESENA,CESENATICO,ARPAE/SAC Forlì-Cesena,,"771140,98153400002","4899013,3182899999"
0809901419,Da monitorare,RIMINI,RIMINI,ARPAE/SAC Rimini,,"783477,25340000005","4885732,8091000002"
080990202,Non contaminato,RIMINI,VERUCCHIO,ARPAE/SAC Rimini,,"773290,85820000002","4873848,5427999999"
080370023,Potenzialmente contaminato,BOLOGNA,ARGELATO,ARPAE/SAC Bologna,,"683704,96295099996","4946688,4561999999"
080370097,Potenzialmente contaminato,BOLOGNA,CALDERARA DI RENO,ARPAE/SAC Bologna,,"680038,04369700002","4934374,9607899999"
0803700650,Attivata la bonifica,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,686707,4933025
080330216,Certificato,PIACENZA,FIORENZUOLA D'ARDA,ARPAE/SAC Piacenza,,571286,4976628
080370043,Da monitorare,BOLOGNA,BAZZANO,ARPAE/SAC Bologna,,664835,4931662
080370045,Da monitorare,BOLOGNA,BAZZANO,ARPAE/SAC Bologna,,663852,4931947
0803700625,Monitoraggio bonifica,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"686183,14520399994","4935261,6162900003"
0803700635,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,690330,4929908
080370401,Non contaminato,BOLOGNA,MONGHIDORO,ARPAE/SAC Bologna,,685440,4898561
080340092,Non contaminato,PARMA,COLLECCHIO,ARPAE/SAC Parma,,593146,4953058
0803901611,Non contaminato,RAVENNA,RUSSI,ARPAE/SAC Ravenna,,"740484,85395999998","4919118,7278199997"
080360225,Attivata la bonifica,MODENA,MIRANDOLA,ARPAE/SAC Modena,,"662701,53941199998","4973765,7329599997"
080360282,Potenzialmente contaminato,MODENA,NOVI DI MODENA,ARPAE/SAC Modena,,650841,4971545
0803700641,Attivata la bonifica,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,689112,4929676
080370241,Potenzialmente contaminato,BOLOGNA,CREVALCORE,ARPAE/SAC Bologna,,672286,4953522
080370561,Potenzialmente contaminato,BOLOGNA,SANT'AGATA BOLOGNESE,ARPAE/SAC Bologna,,669004,4946342
080370111,Non contaminato,BOLOGNA,CASALECCHIO DI RENO,ARPAE/SAC Bologna,,680523,4927603
080370281,Potenzialmente contaminato,BOLOGNA,GALLIERA,ARPAE/SAC Bologna,,693205,4956492
0803700626,Da monitorare,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,687392,4928356
080370231,Non contaminato,BOLOGNA,CRESPELLANO,ARPAE/SAC Bologna,,672955,4935143
080370042,Da monitorare,BOLOGNA,BAZZANO,ARPAE/SAC Bologna,,666143,4931086
0803700638,Certificato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,689111,4928278
0803700644,Attivata la bonifica,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,687916,4930532
0803700622,Potenzialmente contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,692041,4929944
0803901434,Non contaminato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,759248,4928137
0803503316,Attivata la bonifica,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,630423,4953246
080350241,Non contaminato,REGGIO NELL'EMILIA,GUASTALLA,ARPAE/SAC Reggio -Emilia,,630441,4974600
080350361,Attivata la bonifica,REGGIO NELL'EMILIA,RUBIERA,ARPAE/SAC Reggio -Emilia,,640783,4946062
080350334,Non contaminato,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,627899,4951392
080350281,Certificato,REGGIO NELL'EMILIA,NOVELLARA,ARPAE/SAC Reggio -Emilia,,636247,4967259
080350321,Da monitorare,REGGIO NELL'EMILIA,REGGIOLO,ARPAE/SAC Reggio -Emilia,,642302,4975640
0803700665,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,685534,4930230
080350338,Potenzialmente contaminato,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,628047,4953955
080350335,Potenzialmente contaminato,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,627526,4954316
080350161,Certificato,REGGIO NELL'EMILIA,CASTELNOVO NE' MONTI,ARPAE/SAC Reggio -Emilia,,634782,4927562
080370112,Non contaminato,BOLOGNA,CASALECCHIO DI RENO,ARPAE/SAC Bologna,,682460,4928474
080370543,Bonificato,BOLOGNA,SAN LAZZARO DI SAVENA,ARPAE/SAC Bologna,,691592,4927734
0803503325,Certificato,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,COMUNE DI REGGIO EMILIA,,631035,4953421
0803503335,Certificato,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,COMUNE DI REGGIO EMILIA,,626320,4945472
0803700694,Contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"685502,43791900005","4930991,7894799998"
0803800884,Non contaminato,FERRARA,FERRARA,Comune di Ferrara,,"705460,41399499995","4971893,3512300001"
0803601313,Potenzialmente contaminato,MODENA,FIORANO MODENESE,ARPAE/SAC Modena,,"646587,44900000002","4934309,4749999996"
080380055,Non contaminato,FERRARA,CODIGORO,ARPAE/SAC Ferrara,,"745601,07032900001","4969369,8650099998"
080350291,Non contaminato,REGGIO NELL'EMILIA,POVIGLIO,ARPAE/SAC Reggio -Emilia,,622419,4965757
080350339,Attivata la bonifica,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,627699,4954100
080360226,Attivata la bonifica,MODENA,MIRANDOLA,ARPAE/SAC Modena,,663334,4970214
0803402735,Certificato,PARMA,PARMA,ARPAE/SAC Parma,,605293,4962498
080400131,Certificato,FORLI' - CESENA,FORLIMPOPOLI,ARPAE/SAC Forlì-Cesena,,750536,4896993
080400181,Non contaminato,FORLI' - CESENA,LONGIANO,ARPAE/SAC Forlì-Cesena,,765592,4889328
0803503310,Potenzialmente contaminato,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,627914,4953819
080350362,Potenzialmente contaminato,REGGIO NELL'EMILIA,RUBIERA,ARPAE/SAC Reggio -Emilia,,640526,4945766
080350271,Potenzialmente contaminato,REGGIO NELL'EMILIA,MONTECCHIO EMILIA,ARPAE/SAC Reggio -Emilia,,613586,4949542
080350122,Da monitorare,REGGIO NELL'EMILIA,CASALGRANDE,ARPAE/SAC Reggio -Emilia,,639696,4938725
080350143,Potenzialmente contaminato,REGGIO NELL'EMILIA,CASTELLARANO,ARPAE/SAC Reggio -Emilia,,638419,4931553
0804001220,Certificato,FORLI' - CESENA,FORLI',COMUNE DI FORLI',,743864,4901228
0809901412,Certificato,RIMINI,RIMINI,ARPAE/SAC Rimini,,780619,4885627
080350124,Certificato,REGGIO NELL'EMILIA,CASALGRANDE,Comune di Casalgrande,,640370,4942740
0803604010,Non contaminato,MODENA,SASSUOLO,ARPAE/SAC Modena,,"642798,91020000004","4937276,8782000002"
0803901027,Non contaminato,RAVENNA,FAENZA,ARPAE/SAC Ravenna,,"729949,26418099995","4906823,6449999996"
0803800880,Non contaminato,FERRARA,FERRARA,Comune di Ferrara,,"704583,73529999994","4972083,5060999999"
0803602324,Contaminato,MODENA,MODENA,ARPAE/SAC Modena,,"653350,853","4946562,7928999998"
080990172,Potenzialmente contaminato,RIMINI,SAN GIOVANNI IN MARIGNANO,ARPAE/SAC Rimini,,"797413,31578499998","4871235,3494999995"
080389981,Contaminato,FERRARA,TERRE DEL RENO (FUSIONE DI COMUNI),ARPAE/SAC Ferrara,,685037,4959338
080380101,Non contaminato,FERRARA,JOLANDA DI SAVOIA,ARPAE/SAC Ferrara,,735192,4974324
0803901496,Non contaminato,RAVENNA,RAVENNA,Comune di Ravenna,,757154,4926378
0803503313,Attivata la bonifica,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,630521,4950735
080350111,Attivata la bonifica,REGGIO NELL'EMILIA,CARPINETI,ARPAE/SAC Reggio -Emilia,,621115,4923561
080360193,Potenzialmente contaminato,MODENA,MARANELLO,ARPAE/SAC Modena,,651031,4932945
0803402767,Da monitorare,PARMA,PARMA,ARPAE/SAC Parma,,"610588,30314800004","4969989,4927099999"
080360071,Potenzialmente contaminato,MODENA,CASTELNUOVO RANGONE,ARPAE/SAC Modena,,655813,4938042
080370223,Potenzialmente contaminato,BOLOGNA,CASTIGLIONE DEI PEPOLI,ARPAE/SAC Bologna,,677786,4887459
080400084,Non contaminato,FORLI' - CESENA,CESENATICO,ARPAE/SAC Forlì-Cesena,,771238,4898623
0809901414,Non contaminato,RIMINI,RIMINI,ARPAE/SAC Rimini,,784699,4884603
080350363,Certificato,REGGIO NELL'EMILIA,RUBIERA,ARPAE/SAC Reggio -Emilia,,639901,4946050
0803401416,Non contaminato,PARMA,FIDENZA,COMUNE DI FIDENZA,,"580405,7328","4969800,1600000001"
0803700659,Certificato,BOLOGNA,BOLOGNA,Comune di Bologna,,"681765,17260000005","4929975,1289999997"
080350082,Attivata la bonifica,REGGIO NELL'EMILIA,CADELBOSCO DI SOPRA,ARPAE/SAC Reggio -Emilia,,627024,4960110
0803503338,Attivata la bonifica,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,630700,4954215
08039014123,Potenzialmente contaminato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,"757948,65206800005","4942847,7914300002"
0803800888,Certificato,FERRARA,FERRARA,Comune di Ferrara,,"706480,23179999995","4967575,1710999999"
080360384,Potenzialmente contaminato,MODENA,SAN POSSIDONIO,ARPAE/SAC Modena,,655314,4971207
080360383,Potenzialmente contaminato,MODENA,SAN POSSIDONIO,ARPAE/SAC Modena,,656424,4971242
080360455,Non contaminato,MODENA,SPILAMBERTO,ARPAE/SAC Modena,,660905,4934580
080390082,Certificato,RAVENNA,CONSELICE,ARPAE/SAC Ravenna,,725052,4932887
0803700613,Certificato,BOLOGNA,BOLOGNA,Comune di Bologna,,687201,4930841
080380231,Non contaminato,FERRARA,VOGHIERA,ARPAE/SAC Ferrara,,715250,4963218
080380221,Non contaminato,FERRARA,VIGARANO MAINARDA,ARPAE/SAC Ferrara,,699584,4968970
080350365,Certificato,REGGIO NELL'EMILIA,RUBIERA,ARPAE/SAC Reggio -Emilia,,640734,4945834
0803700658,Certificato,BOLOGNA,BOLOGNA,Comune di Bologna,,"687086,36587099999","4931829,8138300003"
0803602211,Non contaminato,MODENA,MIRANDOLA,ARPAE/SAC Modena,,"663454,81095800002","4971980,72554"
080360152,Certificato,MODENA,FORMIGINE,ARPAE/SAC Modena,,"646778,97861800005","4937585,84987"
0803700693,Contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"681222,38202400005","4931146,7604299998"
080400221,Attivata la bonifica,FORLI' - CESENA,MODIGLIANA,ARPAE/SAC Forlì-Cesena,,"723792,72049199999","4894014,5463300003"
0809901422,Non contaminato,RIMINI,RIMINI,ARPAE/SAC Rimini,,"788380,65118399996","4883715,2039400004"
080360281,Potenzialmente contaminato,MODENA,NOVI DI MODENA,ARPAE/SAC Modena,,653282,4971946
080360286,Potenzialmente contaminato,MODENA,NOVI DI MODENA,ARPAE/SAC Modena,,651574,4972386
080360232,Attivata la bonifica,MODENA,MODENA,ARPAE/SAC Modena,,653131,4938510
080360131,Certificato,MODENA,FIORANO MODENESE,ARPAE/SAC Modena,,644356,4935564
080360132,Certificato,MODENA,FIORANO MODENESE,ARPAE/SAC Modena,,644341,4935496
080370044,Potenzialmente contaminato,BOLOGNA,BAZZANO,ARPAE/SAC Bologna,,665410,4930512
0803503320,Potenzialmente contaminato,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,630493,4954323
080360032,Potenzialmente contaminato,MODENA,CAMPOGALLIANO,ARPAE/SAC Modena,,647686,4949763
0804001240,Certificato,FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,742428,4900959
0803800860,Non contaminato,FERRARA,FERRARA,Comune di Ferrara,,"705960,09770000004","4966338,3017999995"
08037006103,Attivata la bonifica,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"687584,87977","4931989,24756"
080380011,Certificato,FERRARA,ARGENTA,ARPAE/SAC Ferrara,,719937,4948180
0803800817,Attivata la bonifica,FERRARA,FERRARA,ARPAE/SAC Ferrara,,708906,4967197
080360283,Potenzialmente contaminato,MODENA,NOVI DI MODENA,ARPAE/SAC Modena,,653499,4971663
080360235,Contaminato,MODENA,MODENA,ARPAE/SAC Modena,,653221,4946467
080340172,Non contaminato,PARMA,FORNOVO DI TARO,ARPAE/SAC Parma,,591778,4945613
080340177,Contaminato,PARMA,FORNOVO DI TARO,ARPAE/SAC Parma,,591733,4945608
0803503321,Non contaminato,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,629067,4950135
0803800835,Non contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"716478,22648399998","4975000,93389"
080330391,Non contaminato,PIACENZA,ROTTOFRENO,ARPAE/SAC Piacenza,,"544995,42579999997","4990280,0566999996"
08039014120,Non contaminato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,"757723,08153700002","4927402,6400699997"
080360057,Non contaminato,MODENA,CARPI,ARPAE/SAC Modena,,648935,4959954
080360432,Non contaminato,MODENA,SESTOLA,ARPAE/SAC Modena,,"642851,24978800002","4901904,898"
080360195,Potenzialmente contaminato,MODENA,MARANELLO,ARPAE/SAC Modena,,"648600,29465000005","4932772,7978100004"
0803602321,Certificato,MODENA,MODENA,ARPAE/SAC Modena,,"653924,76696399995","4943881,4565199995"
0803800861,Certificato,FERRARA,FERRARA,Comune di Ferrara,,"709226,13114800001","4967165,9074299997"
0803800853,Potenzialmente contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"707942,29830100003","4971262,7796"
0803901612,Non contaminato,RAVENNA,RUSSI,ARPAE/SAC Ravenna,,"739973,56721000001","4918961,7143900003"
080380085,Potenzialmente contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,708908,4967683
080390131,Certificato,RAVENNA,MASSA LOMBARDA,ARPAE/SAC Ravenna,,725225,4925522
0803700633,Attivata la bonifica,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"687179,53551800002","4934560,1923599998"
08039014100,Non contaminato,RAVENNA,RAVENNA,Comune di Ravenna,,757328,4926908
080360221,Potenzialmente contaminato,MODENA,MIRANDOLA,ARPAE/SAC Modena,,658690,4970921
080360222,Potenzialmente contaminato,MODENA,MIRANDOLA,ARPAE/SAC Modena,,661588,4970763
080360451,Non contaminato,MODENA,SPILAMBERTO,ARPAE/SAC Modena,,660834,4933871
080360453,Potenzialmente contaminato,MODENA,SPILAMBERTO,ARPAE/SAC Modena,,658746,4934637
080360361,Non contaminato,MODENA,SAN CESARIO SUL PANARO,ARPAE/SAC Modena,,662458,4932986
080360062,Certificato,MODENA,CASTELFRANCO EMILIA,ARPAE/SAC Modena,,661611,4940621
0803700647,Potenzialmente contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,688220,4930535
080370521,Non contaminato,BOLOGNA,SAN GIORGIO DI PIANO,ARPAE/SAC Bologna,,688036,4944842
08039014118,Non contaminato,RAVENNA,RAVENNA,Comune di Ravenna,,754714,4921949
080390013,Non contaminato,RAVENNA,ALFONSINE,ARPAE/SAC Ravenna,,"741885,84795800003","4931644,0134100001"
0803503327,Potenzialmente contaminato,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,COMUNE DI REGGIO EMILIA,,630099,4946498
080360056,Non contaminato,MODENA,CARPI,ARPAE/SAC Modena,,647858,4961810
0803700660,Potenzialmente contaminato,BOLOGNA,BOLOGNA,Comune di Bologna,,"681711,19751700002","4929944,1727"
080350366,Certificato,REGGIO NELL'EMILIA,RUBIERA,ARPAE/SAC Reggio -Emilia,,640739,4945783
0803800874,Non contaminato,FERRARA,FERRARA,Comune di Ferrara,,"708002,65844899998","4967832,1960699996"
0803602210,Certificato,MODENA,MIRANDOLA,ARPAE/SAC Modena,,"663324,727816","4971914,71423"
0803401417,Da monitorare,PARMA,FIDENZA,ARPAE/SAC Parma,,"580383,98403199995","4969809,4309799997"
080360387,Potenzialmente contaminato,MODENA,SAN POSSIDONIO,ARPAE/SAC Modena,,"657921,44640300004","4973319,3735699998"
080990142,Certificato,RIMINI,RIMINI,ARPAE/SAC Rimini,,785491,4884707
080330328,Non contaminato,PIACENZA,PIACENZA,ARPAE/SAC Piacenza,,558740,4985890
080360385,Potenzialmente contaminato,MODENA,SAN POSSIDONIO,ARPAE/SAC Modena,,657175,4971355
080360287,Potenzialmente contaminato,MODENA,NOVI DI MODENA,ARPAE/SAC Modena,,652396,4972004
080360284,Potenzialmente contaminato,MODENA,NOVI DI MODENA,ARPAE/SAC Modena,,652105,4971858
080360285,Potenzialmente contaminato,MODENA,NOVI DI MODENA,ARPAE/SAC Modena,,653525,4971762
080360454,Potenzialmente contaminato,MODENA,SPILAMBERTO,ARPAE/SAC Modena,,660183,4934350
080360452,Potenzialmente contaminato,MODENA,SPILAMBERTO,ARPAE/SAC Modena,,659419,4934194
080360231,Non contaminato,MODENA,MODENA,ARPAE/SAC Modena,,651926,4938553
080350021,Non contaminato,REGGIO NELL'EMILIA,BAGNOLO IN PIANO,ARPAE/SAC Reggio -Emilia,,634800,4960646
080380053,Non contaminato,FERRARA,CODIGORO,ARPAE/SAC Ferrara,,745206,4968997
0803901485,Non contaminato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,755826,4924203
080400162,Certificato,FORLI' - CESENA,GATTEO,ARPAE/SAC Forlì-Cesena,,770540,4893119
080360063,Potenzialmente contaminato,MODENA,CASTELFRANCO EMILIA,ARPAE/SAC Modena,,"665857,60389999999","4939607,6544000003"
080360382,Potenzialmente contaminato,MODENA,SAN POSSIDONIO,ARPAE/SAC Modena,,655585,4970906
0803800411,Non contaminato,FERRARA,CENTO,ARPAE/SAC Ferrara,,680747,4955569
080360224,Potenzialmente contaminato,MODENA,MIRANDOLA,ARPAE/SAC Modena,,"663551,16450800002","4972384,11252"
0803800850,Non contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"705272,49713399995","4969646,0824600002"
0804000719,Certificato,FORLI' - CESENA,CESENA,ARPAE/SAC Forlì-Cesena,,759217,4893626
080350322,Potenzialmente contaminato,REGGIO NELL'EMILIA,REGGIOLO,ARPAE/SAC Reggio -Emilia,,"642313,30050000001","4975630,7589999996"
0803300313,Certificato,PIACENZA,BESENZONE,ARPAE/SAC Piacenza,,"580333,83281699999","4982360,7789799999"
080360411,Non contaminato,MODENA,SAVIGNANO SUL PANARO,ARPAE/SAC Modena,,"660308,41627499997","4925493,8818199998"
0803602327,Bonificato,MODENA,MODENA,ARPAE/SAC Modena,,"652042,81869999995","4947157,9786"
080330231,Potenzialmente contaminato,PIACENZA,GOSSOLENGO,ARPAE/SAC Piacenza,,"547420,88158100005","4985473,6334899999"
0803800113,Potenzialmente contaminato,FERRARA,ARGENTA,ARPAE/SAC Ferrara,,"729696,16919100005","4942291,3453400005"
080380184,Potenzialmente contaminato,FERRARA,POGGIO RENATICO,ARPAE/SAC Ferrara,,"699379,4841","4958368,2335000001"
0803800879,Potenzialmente contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"706484,44441600004","4966921,0060200002"
080380018,Potenzialmente contaminato,FERRARA,ARGENTA,ARPAE/SAC Ferrara,,"724867,88320000004","4943656,1571000004"
08039014131,Attivata la bonifica,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,"760928,62600000005","4932180,0076000001"
080340179,Potenzialmente contaminato,PARMA,FORNOVO DI TARO,ARPAE/SAC Parma,,"590222,29399699997","4947460,0172600001"
080370511,Potenzialmente contaminato,BOLOGNA,SAN BENEDETTO VAL DI SAMBRO,ARPAE/SAC Bologna,,"678507,04209999996","4898268,4989999998"
080370464,Potenzialmente contaminato,BOLOGNA,OZZANO DELL'EMILIA,ARPAE/SAC Bologna,,"697896,03359400004","4927495,4213800002"
080330103,Potenzialmente contaminato,PIACENZA,CAORSO,ARPAE/SAC Piacenza,,"565771,26659999997","4987854,8969000001"
0803604011,Non contaminato,MODENA,SASSUOLO,ARPAE/SAC Modena,,"641389,8138","4933976,2123999996"
080360126,Non contaminato,MODENA,FINALE EMILIA,ARPAE/SAC Modena,,"679894,99219999998","4970344,0730999997"
0803800878,Potenzialmente contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"704244,20965500001","4968179,3192600003"
08037006133,Potenzialmente contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"682654,97519999999","4929191,6963999998"
08037006136,Potenzialmente contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"684190,22999999998","4933404,0513000004"
080370503,Non contaminato,BOLOGNA,SALA BOLOGNESE,ARPAE/SAC Bologna,,"680933,89971400006","4944997,7882000003"
08039014132,Certificato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,"759218,51320100005","4927942,85494"
080330132,Potenzialmente contaminato,PIACENZA,CASTEL SAN GIOVANNI,ARPAE/SAC Piacenza,,"532459,78983699996","4990178,7615200002"
0803602334,Potenzialmente contaminato,MODENA,MODENA,ARPAE/SAC Modena,,"652835,85789999994","4943512,7440999998"
08037006119,Da monitorare,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"685422,15508199995","4932835,7980500003"
0803800876,Potenzialmente contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"708048,30741899996","4967819,4566000002"
080370573,Potenzialmente contaminato,BOLOGNA,SASSO MARCONI,ARPAE/SAC Bologna,,"680638,28929999995","4920590,0614"
08039014135,Attivata la bonifica,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,"755383,25812699995","4919196,3556700004"
080370606,Non contaminato,BOLOGNA,ZOLA PREDOSA,ARPAE/SAC Bologna,,"678814,86424100003","4929488,5898700003"
080330219,Non contaminato,PIACENZA,FIORENZUOLA D'ARDA,ARPAE/SAC Piacenza,,"574731,75923900004","4977997,6402500002"
080390078,Non contaminato,RAVENNA,CERVIA,ARPAE/SAC Ravenna,,"763099,47482500004","4902864,2004800001"
0803600511,Potenzialmente contaminato,MODENA,CARPI,ARPAE/SAC Modena,,"651099,31814700004","4968772,6316200001"
0803703215,Potenzialmente contaminato,BOLOGNA,IMOLA,ARPAE/SAC Bologna,,"716789,18420000002","4914962,9524999997"
080360087,Potenzialmente contaminato,MODENA,CASTELVETRO DI MODENA,ARPAE/SAC Modena,,"651834,399019","4932083,2837899998"
080360127,Potenzialmente contaminato,MODENA,FINALE EMILIA,ARPAE/SAC Modena,,"679641,3321","4970130,5538999997"
0803602335,Potenzialmente contaminato,MODENA,MODENA,ARPAE/SAC Modena,,"653392,37379999994","4948285,3082999997"
080370055,Contaminato,BOLOGNA,BENTIVOGLIO,ARPAE/SAC Bologna,,"688506,170239","4943489,9251600001"
080370607,Potenzialmente contaminato,BOLOGNA,ZOLA PREDOSA,ARPAE/SAC Bologna,,"675166,31568799994","4929489,5598200001"
080370422,Potenzialmente contaminato,BOLOGNA,MONTE SAN PIETRO,ARPAE/SAC Bologna,,"674655,81513899995","4924449,1385700004"
080360036,Potenzialmente contaminato,MODENA,CAMPOGALLIANO,ARPAE/SAC Modena,,"645751,91926400003","4950287,9858200001"
